x,y
892705258158794817273416346,535514839601215665853317
892705400752122951216630116,535514753805145665853317
892705417374848642155917437,535514743803525665853317
892706415184578571946207161,535514143438545665853317
892708348058730238889405551,535512980465185665853317
892708347759468108889405551,535512980644166829535882
892708347505552838889405551,535512980796027175278554
892708347492468108889405551,535512980803852823662529
892709331214380255495507826,535512388919152823662529
892709720943034877204533960,535512154428012823662529
892709739389722144639472646,535512143329052823662529
892709807532525749498229261,535512102329052823662529
892709807521714939498229261,535512102335518476424013
892710199993054547266064780,535511866194418476424013
892710366195204635962285067,535511766194418476424013
892712292058053278767618934,535510607449888476424013
892722090115468546671651656,535504712276218476424013
892724097859191650997130559,535503504297858476424013
892736397369489343155063970,535496104297858476424013
892741653836017677366215934,535492941807178476424013
892741869298201160598335880,535492812177708476424013
892745862046451298502478621,535490410014208476424013
892746277585190813667078038,535490160014208476424013
892824033064321055511290088,535443384200368476424013
892865261692129589350986794,535418585364598476424013
892869674976231369203165854,535415930929628476424013
892870094024945537157465330,535415678887948476424013
892870091670511367157465330,535415680295565528830272
892870091660511367157465330,535415680301544107777428
892870091535534877157465330,535415680376262288989066
892870748764096736720721599,535415285079042288989066
892870843161998187040601911,535415228302452288989066
892871223550849219786265965,535414999513782288989066
892871223452327049786265965,535414999572684396570146
892871220852747339786265965,535415001126859707636319
892871220810940729786265965,535415001151854056162382
892887830711782489582910112,535405011151854056162382
892887847338619469149372519,535405001151854056162382
892887847327810349149372519,535405001158316116490116
892887847318959729149372519,535405001163607318769219
892888112074237409057092477,535404841929957318769219
892888142492041096401344804,535404823635567318769219
892888241608053460162254728,535404764023547318769219
892888239253637290162254728,535404765431096306155233
892888272405170334632439276,535404745492546306155233
892890164828119974255453671,535403607322316306155233
892890181455044014097545736,535403597322316306155233
892892257655317001563414241,535402348627496306155233
892892297884499292664957845,535402324432406306155233
892892297869572022664957845,535402324441330247810096
892894390690056575671268567,535401065756570247810096
892894405427769661642218645,535401056892890247810096
892894405304914881642218645,535401056966335941869272
892894405286684881642218645,535401056977234296845039
892894405268684881642218645,535401056987995152005311
892894405068684881642218645,535401057107560209370850
892894404768684881642218645,535401057286907795519469
892894431745045281197744507,535401041062557795519469
892894500545724786493051278,535400999683877795519469
892896593342913715038893682,535399741019347795519469
892896622366459921238698002,535399723563847795519469
892896644750764185849697813,535399710101357795519469
892897016409185571044012848,535399486576627795519469
892897045544294448059362850,535399469054047795519469
892897068610999479538691888,535399455181157795519469
892897086554771167217898203,535399444389327795519469
892902067421250532590402613,535396448789327795519469
892902524075693830146156677,535396174149217795519469
892903900935434554300313093,535395346082967795519469
892903919927940915390214972,535395334660577795519469
892949262210064706264893430,535368066493277795519469
892992774877749620824310061,535341901236217795519469
893038126176259538363032866,535314633082207795519469
893039959965222985289386471,535313530547127795519469
893040347031275444164928758,535313297830687795519469
893085702982712276997528311,535286029788837795519469
893093138540205843251554375,535281559788837795519469
893111032243592139620036954,535270803018957795519469
893112605564194915358898119,535269857240527795519469
893112724417013333050365345,535269785794047795519469
893120636654568395937588756,535265029521277795519469
893165997852994476887434297,535237763235367795519469
893211360167691406270406418,535210499052147795519469
893218797820855851237127648,535206029052147795519469
893220461742330962457442506,535205029052147795519469
893265828907094865111355219,535177765284057795519469
893265848852807790954942901,535177753298127795519469
893265980959037504259274977,535177673911857795519469
893266298819973566284330066,535177482900567795519469
893311669740988666084803567,535150219677567795519469
893328368374641889247308179,535140186226507795519469
893330463192292167535770898,535138927572147795519469
893330480394709748289931966,535138917236237795519469
893330506663127935691773917,535138901453107795519469
893331000191417018811465169,535138604921487795519469
893331114200333682292919951,535138536420397795519469
893331280634112353733508589,535138436420397795519469
893331455337553002974343041,535138331451697795519469
893331502848751418842560613,535138302905107795519469
893331759282577589324978115,535138148829667795519469
893332015847318461663037388,535137994675657795519469
893332099064368258009709638,535137944675657795519469
893333495258964494713573647,535137105789707795519469
893333492907760694713573647,535137107193933381398545
893333492686845424713573647,535137107325872125005593
893333492020845424713573647,535137107723631878459796
893333491891845424713573647,535137107800675434377424
893333491827845424713573647,535137107838898593910690
893333491249845424713573647,535137108184101503693509
893333490964845424713573647,535137108354314011276475
893333490855760694713573647,535137108419463433874664
893333490400845424713573647,535137108691155605549838
893333490373926444713573647,535137108707232612899831
893333490317518064713573647,535137108740921777197502
893333490138845424713573647,535137108847631665445338
893333490135760694713573647,535137108849473979935355
893333584460119749721810416,535137052175963979935355
893334792459251673541567954,535136326367153979935355
893336477175596045726382171,535135314132983979935355
893336476900596045726382171,535135314297223019251710
893336728172594858225688209,535135163324893019251710
893336728169383038225688209,535135163326811222648900
893337462605825080825761475,535134722054171222648900
893337711210956026014852684,535134572684511222648900
893382134687170642601859299,535107883023191222648900
893385463755366457995463570,535105883023191222648900
893392837729945166442929570,535101453023191222648900
893438249688359851120061584,535074172883141222648900
893483665657265414012619700,535046893111491222648900
893485761153194467678085876,535045634487891222648900
893493203383760239092194755,535041164487891222648900
893494535204216569262684023,535040364569251222648900
893494532851615049262684023,535040365973804377123040
893494532370615049262684023,535040366260971610373519
893494532243615049262684023,535040366336793312343517
893494529889602119262684023,535040367742189117914497
893494701081103991343884982,535040264921239117914497
893494700587383261343884982,535040265216000786442179
893494726489213055818684710,535040249658860786442179
893494858247313904585235441,535040170522410786442179
893494858225613904585235441,535040170535366138651170
893494855870420094585235441,535040171941465927137476
893494855759420094585235441,535040172007735240638917
893494855704420094585235441,535040172040571386974548
893494855674798604585235441,535040172058256033891118
893494855584763674585235441,535040172112008763663362
893494855569757764585235441,535040172120967604696628
893494853012419484585235441,535040173647751864015992
893494890537797662625183398,535040151109291864015992
893494957184100895851812854,535040111080251864015992
893494957174100895851812854,535040111086222071082791
893494957164350395851812854,535040111092043321483402
893495156078693182206436581,535039991620333321483402
893495154078693182206436581,535039992814374205108588
893495146098693182206436581,535039997578597383955644
893495240678266348723593042,535039940772337383955644
893495477491794754052217457,535039798537757383955644
893497142445800881992978583,535038798537757383955644
893497402527777831419368710,535038642328387383955644
893497502497649540260235832,535038582284917383955644
893497502433649540260235832,535038582323126491161259
893498487365635599190640456,535037990758276491161259
893498687417423561447889073,535037870604346491161259
893498785910194738745683353,535037811448216491161259
893500582844512993941275469,535036732186736491161259
893501939373785770983447591,535035917440976491161259
893503686025891018746235964,535034868386986491161259
893504630110763841386610358,535034301363356491161259
893504630100763841386610358,535034301369326568769017
893505781501638732671104461,535033609831956568769017
893505781389342482671104461,535033609898998128490011
893505877864663513556469173,535033551955498128490011
893505971897032080370329793,535033495479258128490011
893506069837785687986353145,535033436655638128490011
893506140992822377348584337,535033393919638128490011
893506138638310807348584337,535033395325295051323539
893506138429395537348584337,535033395450018667101447
893506138319395537348584337,535033395515689298742960
893506138262532777348584337,535033395549636692986375
893506138117059277348584337,535033395636485207859499
893506138098690137348584337,535033395647451689925224
893506138063310807348584337,535033395668573353104103
893506137910310807348584337,535033395759915231739158
893506185044018423604072189,535033367451225231739158
893506182688820353604072189,535033368857291860134325
893506182608045213604072189,535033368905515077753848
893506182543765213604072189,535033368943890603058853
893506207984276688584391161,535033353664220603058853
893508303428811710775492177,535032095135090603058853
893508352669154957704105402,535032065561290603058853
893508449190236822058619440,535032007590640603058853
893508449164366822058619440,535032007606085061603332
893508465814360239326007525,535031997606085061603332
893508465686320319326007525,535031997682525230254614
893508512823104392399674405,535031969372135230254614
893508530323631937555519139,535031958861305230254614
893508648870854297094735252,535031887661765230254614
893510313874022277564112098,535030887661765230254614
893511580374214609158139362,535030127004935230254614
893511637511285129007249459,535030092688605230254614
893513103702590637990696603,535029212100605230254614
893513339163884322574599427,535029070683865230254614
893513339123914322574599427,535029070707727164582616
893513339120034322574599427,535029070710043509471212
893513439037083439304905901,535029010700443509471212
893515534443823488569432510,535027752214413509471212
893516608909500468221349379,535027106900443509471212
893516614097350295218917539,535027103784673509471212
893516833567561287231132528,535026971973123509471212
893516978405833251751325033,535026884984783509471212
893518928972130012179494935,535025713497973509471212
893519024814949031655270541,535025655936053509471212
893519048049816605419176564,535025641981503509471212
893519857335119147935243097,535025155936053509471212
893519875727255515805043944,535025144890003509471212
893521971127916167852466293,535023886425783509471212
893521997341578223466730671,535023870682313509471212
893522015776361500086630081,535023859610703509471212
893522041051537372341501777,535023844430873509471212
893522062256999150359385370,535023831695243509471212
893522109778830897480470661,535023803154463509471212
893522309331873792278026099,535023683306433509471212
893522309275012362278026099,535023683340378879124188
893522314190076565277907586,535023680388478879124188
893522311895693375277907586,535023681758189152976334
893522311791765345277907586,535023681820232534148946
893522311471765345277907586,535023682011267445372112
893522310791765345277907586,535023682417216632175229
893522310529292795277907586,535023682573908570914618
893522310357765345277907586,535023682676307731133676
893522310344208425277907586,535023682684400996808900
893522310322693375277907586,535023682697245139554638
893522310164292985277907586,535023682791807653727282
893522309904693375277907586,535023682946784493186508
893523218220536457250448348,535023137429024493186508
893523434677665787201524670,535023007429024493186508
893523457355136023348519286,535022993809374493186508
893523565005688158794617601,535022929156544493186508
893525552735988562581774286,535021735367154493186508
893525695348753454722536095,535021649717104493186508
893525738113784909598029353,535021624033384493186508
893525736205884909598029353,535021625172361706697139
893525734296984909598029353,535021626311935904581640
893525732388784909598029353,535021627451092221664139
893527784996660163931443321,535020394703662221664139
893527783996660163931443321,535020395300638995160356
893527781180060163931443321,535020396982083782566252
893527806469765764248089700,535020381793723782566252
893537751779480785792429065,535014408958133782566252
893542792365748489675963960,535011381793723782566252
893542816761498839914985932,535011367142743782566252
893542845778612611667187514,535011349716383782566252
893542864071073130705098653,535011338730763782566252
893544223383081835154571796,535010522391043782566252
893585095122412038711543935,534985977884273782566252
893605804526025351597911051,534973542224783782566252
893605803526025351597911051,534973542821656161296921
893605802617825351597911051,534973543363735656815847
893606338143701736167086284,534973221796815656815847
893606371615718220077238501,534973201697905656815847
893606371417018220077238501,534973201816504047608188
893606562644074055054358709,534973086990604047608188
893606604945426568588152026,534973061589964047608188
893606614769252381867563315,534973055691064047608188
893608467150415409179404546,534971943396464047608188
893608579095080164420472361,534971876177484047608188
893608579025666374420472361,534971876218914963852133
893608576745810334420472361,534971877579689600848525
893608566745810334420472361,534971883548376359182484
893608566573882304420472361,534971883650994815951887
893608566354882304420472361,534971883781709057500038
893608566317914584420472361,534971883803773931851385
893608566275810334420472361,534971883828904640101442
893608566203914584420472361,534971883871816961729289
893608565975810334420472361,534971884007965245097397
893609541822515832996610504,534971298045765245097397
893609741248550984059515652,534971178297485245097397
893609764642874063242902319,534971164250025245097397
893609869150852944333945889,534971101496705245097397
893609868200852944333945889,534971102063728838740967
893609868185649924333945889,534971102072803018787197
893609873098714535878698530,534971099122683018787197
893609873088282025878698530,534971099128909839052795
893609872556842615878698530,534971099446108450904775
893610109072658182041909920,534970957426838450904775
893610308616039735798758676,534970837608248450904775
893611426361672260512350966,534970166443378450904775
893611426349264690512350966,534970166450784093394968
893611509466274390815704344,534970116542164093394968
893611509407376400815704344,534970116577318227210354
893612411068322523591931411,534969575164628227210354
893612410589062523591931411,534969575450681047212167
893614506294823764112874789,534968317064271047212167
893615158486690851479726626,534967925450681047212167
893617906401249073112995897,534966275450681047212167
893617961535696300238056451,534966242345011047212167
893618297774638497369551667,534966040449261047212167
893618697473060549670031418,534965800449261047212167
893618819221687352347673790,534965727345011047212167
893619579938830770385728618,534965270571061047212167
893619628191010234028391327,534965241597981047212167
893619627937010234028391327,534965241749581933782374
893619626480750234028391327,534965242618756372755069
893619674024367485688368105,534965214071136372755069
893619665480627485688368105,534965219170500300162633
893619663129404735688368105,534965220573836616867541
893619663118673265688368105,534965220580241735915626
893619663031911095688368105,534965220632026070007860
893619679686055820169236655,534965210632026070007860
893619825406517879974693855,534965123134026070007860
893619825193519859974693855,534965123261154709343958
893619825140630179974693855,534965123292722106333458
893627286262520591822844141,534960643292722106333458
893629804577285343612856643,534959131197862106333458
893629850508796677985588651,534959103618862106333458
893630050240494042665452423,534958983692502106333458
893631515964379840256395459,534958103618862106333458
893631715696822804664231114,534957983692502106333458
893631711503122814664231114,534957986195460430436379
893631745297643986469375014,534957965904050430436379
893633410760301447315449159,534956965904050430436379
893633558109677691313870189,534956877430690430436379
893633577325761788539115401,534956865892730430436379
893633568225761788539115401,534956871323931013938651
893634516881950453171680946,534956301720601013938651
893636475612302155364336418,534955125640471013938651
893636524817463133300480531,534955096096291013938651
893636524775567383300480531,534955096121295708031684
893636524765567383300480531,534955096127264020830591
893636524540567383300480531,534955096261551058841313
893636524495463133300480531,534955096288470686112518
893636523775762533300480531,534955096718010516958637
893636521422563473300480531,534955098122473330596644
893636518883229203300480531,534955099638027468676649
893636512883229203300480531,534955103219015219176986
893636512228229203300480531,534955103609939718176652
893636511978229203300480531,534955103759147542373103
893636511858395293300480531,534955103830668170306855
893636704688086076633819510,534954988050258170306855
893636702520123966633819510,534954989344165252406002
893636674671877786633819510,534955005964863557132343
893636643837575326633819510,534955024367734205341294
893636632219873076633819510,534955031301540544818362
893636663849545792611166933,534955012310190544818362
893636683551117263295600344,534955000480810544818362
893636732804450176607111611,534954970907720544818362
893636730448954396607111611,534954972313553453345538
893636730404058646607111611,534954972340348628912375
893636730142058646607111611,534954972496718352124958
893636729874954396607111611,534954972656134450087162
893636729673954396607111611,534954972776097482151080
893636729074154396607111611,534954973134076719446445
893636728986892806607111611,534954973186157142016193
893636728689296746607111611,534954973363771698048948
893636775853508593342969429,534954945045051698048948
893637000319555501761847204,534954810269361698048948
893637071443165962429926405,534954767564771698048948
893637091184177332541598602,534954755711721698048948
893637091124597642541598602,534954755747280675523588
893637110835064988112704053,534954743912570675523588
893637268092222393987073381,534954649491040675523588
893639363781232238025243266,534953391184800675523588
893639363626090978025243266,534953391277393243049357
893639363611889558025243266,534953391285869040787240
893639363481142838025243266,534953391363902276463060
893639480065316983050716049,534953321363902276463060
893639479954316983050716049,534953321430150109670256
893639477599279623050716049,534953322835700764197017
893639477569945783050716049,534953322853208001586009
893639477541705473050716049,534953322870062590386539
893639477527383873050716049,534953322878610112668594
893639477498668833050716049,534953322895748033308880
893639477284279623050716049,534953323023701373026069
893639575803409366217639734,534953263870411373026069
893641671483839606029198176,534952005575831373026069
893642004583284147708063878,534951805575831373026069
893642837332984244698657140,534951305575831373026069
893643170433299220938301817,534951105575831373026069
893648333520025537696102393,534948005575831373026069
893649832491870248144436360,534947105575831373026069
893651513628679444932860800,534946096205481373026069
893653345719122291345218967,534944996205481373026069
893655811774122793446642769,534943515575831373026069
893655844036398526225691454,534943496205481373026069
893658342367664787612013991,534941996205481373026069
893661673497786523056890608,534939996205481373026069
893661673031606033056890608,534939996483696788642557
893661673007332503056890608,534939996498183174036174
893661672576912363056890608,534939996755056897486631
893661672058912363056890608,534939997064198074961175
893661674521909187843339174,534939995585428074961175
893661673114661707843339174,534939996425270046969177
893661672680661707843339174,534939996684280222351212
893661672565661707843339174,534939996752911950893122
893661672099407327843339174,534939997031171464462146
893661672058202597843339174,534939997055762350092079
893661672048202597843339174,534939997061730326494628
893661671723862847843339174,534939997255295524007896
893661671713862847843339174,534939997261263500414904
893661669355468457843339174,534939998668747711938897
893661767015383538043701218,534939940034267711938897
893661816332478875344071512,534939910424557711938897
893662045533189392370539606,534939772813767711938897
893662783382488022367805363,534939329813767711938897
893662800038242460881027464,534939319813767711938897
893663807712544420365806278,534938714813767711938897
893663904964410857598122821,534938656424557711938897
893663904956351747598122821,534938656429367345698427
893663904623351747598122821,534938656628099965371657
893663999357048971661183742,534938599750789965371657
893663996997596931661183742,534938601158898033698324
893663996944545681661183742,534938601190558729527041
893663996824273151661183742,534938601262336717597409
893664209511370838432945967,534938473566846717597409
893664233416352510106759389,534938459214506717597409
893664232781209920106759389,534938459593556140697253
893664232370091210106759389,534938459838909408588111
893664289440555500128023055,534938425574309408588111
893664289084742970128023055,534938425786656241209531
893664383796885927519382661,534938368922336241209531
893664480651736627063436384,534938310771566241209531
893665345027743098433503035,534937791808646241209531
893665344927743098433503035,534937791868325513932850
893665344882281398433503035,534937791895456725864914
893665380668042261901370558,534937770410056725864914
893665832065953108083728048,534937499395576725864914
893666241145583508276611878,534937253788776725864914
893666272244533651416776876,534937235117326725864914
893666271748673651416776876,534937235413251752727106
893666271608673651416776876,534937235496802560999836
893666271478673651416776876,534937235574385454419346
893666271403673651416776876,534937235619144816017773
893666416680701054485346575,534937148396514816017773
893666501908314172697581983,534937097226864816017773
893666501892954172697581983,534937097236031528538174
893666501875909642697581983,534937097246203553704906
893666501835909642697581983,534937097270075200895835
893666500332665642697581983,534937098167197962691952
893666497973294402697581983,534937099575249917044696
893666497265294402697581983,534937099997778076324774
893666497255294402697581983,534937100003745988183793
893666496803294402697581983,534937100273495604350896
893666496391939352697581983,534937100518988672830830
893666539329183972872598864,534937074739978672830830
893666539318469672872598864,534937074746372872031065
893666824806636273201953109,534936903342742872031065
893667163866759483639432380,534936699775302872031065
893667163174209023639432380,534936700188610265150270
893667163159914393639432380,534936700197141161607350
893667162676914393639432380,534936700485390874335983
893667162367914393639432380,534936700669799075809978
893667162356963583639432380,534936700676334412954005
893667162163863583639432380,534936700791574619185298
