x,y
29415665372153325291739769,16249766741385649339169
29416026334618882524539030,16249566741385649339169
29416308449204542842714952,16249410432385649339169
29416654771585726611322569,16249218552385649339169
29416765664607152937559163,16249157113035649339169
29419036708273718735252374,16247898962475649339169
29419468947725595520707363,16247659525285649339169
29419669728151265592151788,16247548306225649339169
29419779858743900570707852,16247487301815649339169
29419870583605098305603632,16247437047125649339169
29420071452783095579734090,16247325781945649339169
29420272324708175512916161,16247214516765649339169
29420473199380394487322190,16247103251585649339169
29420674076799808886667867,16246991986405649339169
29420874956966475096212276,16246880721225649339169
29421075839880449502757948,16246769456045649339169
29421252438265420797777930,16246671642855649339169
29421276725306637459891484,16246658190995649339169
29421453326106859974131325,16246560377805649339169
29421475051704322660300527,16246548344815649339169
29421528528975374537245104,16246518725845649339169
29423067627075990165649381,16245666325845649339169
29423113727263337647914821,16245640795515649339169
29423215822050164458922350,16245584255605649339169
29423647072975332965163323,16245345433955649339169
29424097837092374442012788,16245095813625649339169
29424115895369123571600428,16245085813625649339169
29424603242081557511958711,16244815943845649339169
29424602520461557511958711,16244816341044432943005
29426874753881141241134688,16243558202844432943005
29426899026540686031359986,16243544764094432943005
29426938331130460687098672,16243523002844432943005
29427463287970230957457434,16243232362554432943005
29427481350384352518739625,16243222362554432943005
29427482246352919906194684,16243221866514432943005
29427514196327239980188235,16243204177894432943005
29427540457532029801653658,16243189638804432943005
29427540224917389801653658,16243189766816100597159
29427537868185999801653658,16243191063764314971962
29427537856569059801653658,16243191070157309465258
29427534457532029801653658,16243192940703902095022
29427534447532029801653658,16243192946207068998371
29427533996344529801653658,16243193194503084609880
29427949439496120850014989,16242963194503084609880
29427949186443870850014989,16242963333758029014053
29427948439496120850014989,16242963744804249432935
29428001624992706779435293,16242934300414249432935
29457174864872488570938599,16226799574014249432935
29457339745114645569870045,16226708475184249432935
29459616977472681445892650,16225450374424249432935
29467747005297427096983814,16220960374424249432935
29468805172010866593213484,16220376159124249432935
29471510614546218802095735,16218882671734249432935
29471552695348801093367633,16218859444004249432935
29473832106296031243672740,16217601355844249432935
29473857541612423659520951,16217587318284249432935
29473884003733436062198107,16217572714064249432935
29473940160435122325952422,16217541721744249432935
29473960514400481382539572,16217530488624249432935
29473982257952914613097513,16217518488624249432935
29474090556688496773231783,16217458720144249432935
29474115380799508383841494,16217445020144249432935
29474125418630936729069428,16217439480444249432935
29475793914145661327039085,16216518720144249432935
29477931461915692850115619,16215339265624249432935
29478423654523162030002368,16215067708194249432935
29478528830580248680930361,16215009680584249432935
29478526266580248680930361,16215011086711495812527
29478525180670248680930361,16215011682237169281929
29478523180670248680930361,16215012779060544598853
29478522210670248680930361,16215013311019935114892
29478522180827018680930361,16215013327386313443469
29479519102360064704730060,16214463327386313443469
29479560553008113315327609,16214440459936313443469
29479561624538670252111105,16214439868796313443469
29479616004173533608853343,16214409868796313443469
29479686154199341107982303,16214371168796313443469
29479683800374141107982303,16214372459559753463999
29479890042448786574894622,16214258682059753463999
29480092681357888777883201,16214146893869753463999
29480092139716128777883201,16214147190880775065134
29480090621716128777883201,16214148023281072755305
29480089650716128777883201,16214148555732164437545
29480089597763268777883201,16214148584769043007288
29480089218972868777883201,16214148792480033673455
29480089108558588777883201,16214148853026076715169
29480088798684768777883201,16214149022946434032067
29480088688270488777883201,16214149083492478797562
29480088577856208777883201,16214149144038524015913
29480088467441928777883201,16214149204584569687121
29480088357027648777883201,16214149265130615811185
29480087097027648777883201,16214149956055935088687
29480086349514328777883201,16214150365957454445479
29480086038323858777883201,16214150536599833143906
29492434864730092153608392,16207341062819833143906
29494717372433370297665942,16206083051569833143906
29495224738122858675961855,16205803441849833143906
29495682829021221861863010,16205550995789833143906
29495711657265309118212787,16205535109299833143906
29495734180531068490592615,16205522697339833143906
29495734121396828490592615,16205522729731851622650
29495734116283528490592615,16205522732532768797660
29497526345747846016496343,16204535144492768797660
29499809619192506271017817,16203277146262768797660
29507943721278172520682993,16198797146262768797660
29513891744939262495942515,16195522732532768797660
29514040259476413424741869,16195440991502768797660
29514085955093283232634568,16195415841222768797660
29515125988686286067400493,16194843441222768797660
29516411263798809208374975,16194136124242768797660
29516636960833072558499314,16194011924242768797660
29516634606906892558499314,16194013211826892393204
29516633606906892558499314,16194013758821220649302
29516633583184222558499314,16194013771797387039126
29516997267110900104368227,16193813642227387039126
29516997079993860104368227,16193813744576824938678
29517648849271740255798132,16193455098506824938678
29518080652799493218363704,16193217500706824938678
29518079504799493218363704,16193218128594701137583
29518079199799493218363704,16193218295411610236030
29518079083590213218363704,16193218358971194413668
29526223280400864465304210,16188738358971194413668
29528041795375456046251692,16187738358971194413668
29531883655151112873679149,16185626128961194413668
29531881300651762873679149,16185627415527352342241
29531881071894662873679149,16185627540526821515978
29531880387865032873679149,16185627914300327518207
29531879976559702873679149,16185628139049423435062
29531879965808502873679149,16185628144924189304138
29531879292108922873679149,16185628513053085643177
29531879267729812873679149,16185628526374535345666
29531878575833142873679149,16185628904446864985901
29531878455833142873679149,16185628970018333628647
29531877777179982873679149,16185629340854046988252
29531905357985194888174857,16185614179084046988252
29532034531464066496540463,16185543169984046988252
29532143474045131300324526,16185483282674046988252
29532254434955719859374421,16185422286314046988252
29532365393099453701788586,16185361291934046988252
29532476349676915850003560,16185300298874046988252
29532587303487397573914686,16185239307794046988252
29532698254403482881035242,16185178318764046988252
29532809281342651642355661,16185117288404046988252
29532920305497616275747846,16185056260034046988252
29532972940576408467281168,16185027327454046988252
29532972923576408467281168,16185027336742648880208
29532972556576408467281168,16185027537267174684099
29532972504006408467281168,16185027565990810844535
29534988878502898743677739,16183919278120810844535
29536479784587051735663485,16183099908170810844535
29536480894475442541940980,16183099298230810844535
29536480814995102541940980,16183099341647612182719
29536478458513792541940980,16183100628895368426225
29536477899513792541940980,16183100934253855056966
29536477751513792541940980,16183101015100111050790
29536813836006155674066911,16182916321690111050790
29536813261270725674066911,16182916635637069467158
29536813230786765674066911,16182916652288812544886
29536813120072095674066911,16182916712766265230917
29536812426817815674066911,16182917091453697156752
29536811225472315674066911,16182917747684007627816
29536811114757645674066911,16182917808161468513404
29536811081215215674066911,16182917826483891442698
29536811071215215674066911,16182917831946352855376
29536862637199088369763845,16182889494506352855376
29536988931625539247408535,16182820091406352855376
29536988882364459247408535,16182820118314703220009
29537195803418012589640262,16182706409414703220009
29537402727375114537845965,16182592700514703220009
29537609654235826237631135,16182478991614703220009
29537816584000208836318584,16182365282714703220009
29538023516668323482948511,16182251573814703220009
29538230452240231328278554,16182137864914703220009
29538437390715993524783856,16182024156014703220009
29538644332095671226657125,16181910447114703220009
29538823172699243698007133,16181812180144703220009
29538823141767513698007133,16181812197038736152064
29538913974822605768054406,16181762287748736152064
29538951021146500777587419,16181741932298736152064
29538969384958990369820887,16181731842148736152064
29539084043850118207747868,16181668842148736152064
29539083497850118207747868,16181669140353168083436
29539083305850118207747868,16181669245216267640405
29539103767713651824516125,16181658002376267640405
29539103514964881824516125,16181658140417846056131
29539105671218603625785209,16181656955657846056131
29539266434476442849349033,16181568624297846056131
29539427187911393700543875,16181480299297846056131
29539532914557701568382465,16181422208957846056131
29539551115017547409486938,16181412208957846056131
29539757940489578768748216,16181298572327846056131
29539964768862225294154757,16181184935697846056131
29540171600135548036024588,16181071299067846056131
29540378434309608046389440,16180957662437846056131
29540378334309608046389440,16180957717049248140692
29540378251201028046389440,16180957762436009212135
29540398112937172046599598,16180946850296009212135
29542687794515361028072619,16179688986096009212135
29543499955692545601783649,16179242862436009212135
29543533999107645539210832,16179224162776009212135
29543646067471253395376886,16179162605206009212135
29543697974937494764103469,16179134093326009212135
29543697964937494764103469,16179134098785920395288
29544765613519882531963981,16178547680035920395288
29544765296121382531963981,16178547853320140940323
29544762940102772531963981,16178549139592399166471
29544762180102772531963981,16178549554515700268815
29544762100637232531963981,16178549597900049104320
29544761347089222531963981,16178550009300898474147
29544761087054912531963981,16178550151267088075234
29544757087054912531963981,16178552335074448993518
29544755613519882531963981,16178553139553758977817
29544866552206716412766173,16178492207543758977817
29544982167311421529068886,16178428707543758977817
29544983298523207416361386,16178428086243758977817
29544982835142437416361386,16178428339223501369509
29544982823448957416361386,16178428345607481450275
29546192232949675336829316,16177764124037481450275
29547218242039357200872169,16177200670767481450275
29547396172111664575304405,16177102960917481450275
29547396171501874575304405,16177102961250337910811
29547446065369416795502681,16177075562370337910811
29547483086875748619858870,16177055232320337910811
29547483062844648619858870,16177055245437738600172
29547535860241772579600748,16177026252277738600172
29549826599821991169810714,16175768415717738600172
29558006576807628273066306,16171278415717738600172
29561651678561634911620813,16169278415717738600172
29564686662896308188690780,16167613552647738600172
29568051009155725820742011,16165768415717738600172
29568050982236575820742011,16165768430391118285362
29568502096987937947093770,16165521053641118285362
29570060115075244450967383,16164666745061118285362
29570112977423647820344421,16164637760611118285362
29570110620630497820344421,16164639045097940505794
29570109461630497820344421,16164639676770008799814
29570109431973327820344421,16164639692933603851149
29570108861973327820344421,16164640003592016844364
29570319880185153452137562,16164524303212016844364
29570530901413268211877182,16164408602832016844364
29570673768386362902496292,16164330271542016844364
29570741925437878129865645,16164292902572016844364
29570884794453134566320277,16164214571282016844364
29571095823756226247683321,16164098870902016844364
29571306856075844987483918,16163983170522016844364
29571449730558227359865895,16163904839232016844364
29571517891192185240617549,16163867470262016844364
29571660767716890450467746,16163789138972016844364
29571871808112123089458213,16163673438592016844364
29572082851524120742408760,16163557738212016844364
29572293897952948127926379,16163442037832016844364
29572504947398669966469748,16163326337452016844364
29572589202988763511012406,16163280147772016844364
29572800256655887154760986,16163164447392016844364
29573011313340060537578953,16163048747012016844364
29573081654247088303269487,16163010186792016844364
29573222372821436647950719,16162933046752016844364
29573292714734011147868521,16162894486532016844364
29573433435319985665286670,16162817346492016844364
29573503778238128472322412,16162778786272016844364
29573503166598798472322412,16162779119547846856349
29573504750020664454344038,16162778251557846856349
29573504748610664454344038,16162778252326140941742
29573522146670051194015721,16162768715176140941742
29573754148989782850594978,16162641538796140941742
