x,y
29253390382185182951254040,16340180247602691226271
29253395943532217899558311,16340177131832691226271
29253631216298011424449664,16340045320282691226271
29253786485399222215065163,16339958331942691226271
29255877681891289148486441,16338786845132691226271
29255980442172586416565359,16338729283212691226271
29256005354123836319178012,16338715328662691226271
29256873079064950449171799,16338229283212691226271
29256892799903511259979526,16338218237162691226271
29259139747746249992028520,16336959772942691226271
29259167859397171326599719,16336944029472691226271
29259187628974362493739445,16336932957862691226271
29259214734273641096131261,16336917778032691226271
29259237475216823610900586,16336905042402691226271
29259288438215490215122497,16336876501622691226271
29259502443244053671352936,16336756653592691226271
29259502386382623671352936,16336756685245469821770
29259507657442781927506408,16336753733345469821770
29259505363059591927506408,16336755010548360363559
29259505259131561927506408,16336755068401465176947
29259504939131561927506408,16336755246534292368162
29259504259131561927506408,16336755625066563074143
29259503996659011927506408,16336755771175877107740
29259503825131561927506408,16336755866659227379963
29259503811574641927506408,16336755874205892063301
29259503790059591927506408,16336755886182570260830
29259503631659201927506408,16336755974358545173932
29259503372059591927506408,16336756118868599886873
29260477508252531540608359,16336210601108599886873
29260709660050900315010437,16336080601108599886873
29260733982004458629308499,16336066981458599886873
29260849439498531639426114,16336002328628599886873
29262981481490012143710204,16334808539238599886873
29263134459701917500622703,16334722889188599886873
29263180333303607473483267,16334697205468599886873
29263178425403607473483267,16334698267262826071995
29263176516503607473483267,16334699329613715705534
29263174608303607473483267,16334700391575176037609
29265376582909718969952591,16333467644145176037609
29265375582909718969952591,16333468200586599284624
29265372766309718969952591,16333469767859716235069
29265399898324927424088831,16333454579499716235069
29276073499590296952116562,16327481743909716235069
29281486091898904681225967,16324454579499716235069
29281512292825954811622349,16324439928519716235069
29281543457135992010598793,16324422502159716235069
29281563103227453276493233,16324411516539716235069
29283023075228573412239307,16323595176819716235069
29326987669274435111711133,16299050670049716235069
29349313139053711370645009,16286615010559716235069
29349312139053711370645009,16286615563818173830102
29349311230853711370645009,16286616066287537635528
29349888983780513877059675,16286294499367537635528
29349925095850125505879413,16286274400457537635528
29349924897150125505879413,16286274510385399001677
29350131208595654605495409,16286159684485399001677
29350176847147288631306593,16286134283845399001677
29350187446004969784538992,16286128384945399001677
29352186100268471543776051,16285016090345399001677
29352306893090968996499766,16284948871365399001677
29352306823677178996499766,16284948909761318880288
29352304543821138996499766,16284950170853341837097
29352294543821138996499766,16284955702310276524540
29352294371893108996499766,16284955797411558765388
29352294152893108996499766,16284955918550509102725
29352294115925388996499766,16284955938999051733396
29352294073821138996499766,16284955962288844919817
29352294001925388996499766,16284956002057684288259
29352293773821138996499766,16284956128232616327474
29353346791927213405409053,16284370166032616327474
29353561997887715253405522,16284250417752616327474
29353587243527099901562342,16284236370292616327474
29353700022289564488677866,16284173616972616327474
29353699072289564488677866,16284174142410824416067
29353699057086544488677866,16284174150819506361570
29353704358992474745451587,16284171200699506361570
29353704348559964745451587,16284171206469651163231
29353703817120554745451587,16284171500404898348562
29353959054021099234991897,16284029481134898348562
29354174395337004583029522,16283909662544898348562
29355380690151938506418633,16283238497674898348562
29355380677744368506418633,16283238504536649433767
29355470383226251187702367,16283188595916649433767
29355470324328261187702367,16283188628488770653052
29356443491877249865428566,16282647215798770653052
29356443012617249865428566,16282647480824429135787
29358705161348702597971507,16281389094414429135787
29359409219938215314140034,16280997480824429135787
29362376027802851755837182,16279347480824429135787
29362435560097975799195936,16279314375154429135787
29362798624515883254033665,16279112479404429135787
29363230222617272841661865,16278872479404429135787
29363361690371307525255365,16278799375154429135787
29364183161068667489108538,16278342601204429135787
29364235268340633992274112,16278313628124429135787
29364235014340633992274112,16278313768509069993816
29364233558080633992274112,16278314573377373133967
29364284900349896325536965,16278286025757373133967
29364276356609896325536965,16278290747828826059208
29364274005387146325536965,16278292047335357969269
29364273994655676325536965,16278292053266576727841
29364273907893506325536965,16278292101219505072830
29364291892703515224798578,16278282101219505072830
29364449257136367320894589,16278194603219505072830
29364449044138347320894589,16278194720940819877867
29364448991248667320894589,16278194750172278111418
29372508495504446608861810,16273714750172278111418
29375229748306048024470431,16272202655312278111418
29375279385741673987263281,16272175076312278111418
29375495234427494916924028,16272055149952278111418
29377079326608903222094956,16271175076312278111418
29377295201787256885563886,16271055149952278111418
29377291008087266885563886,16271057465727957681637
29377327534236780136933598,16271037174317957681637
29379127726531230864095045,16270037174317957681637
29379287006218034749948881,16269948700957957681637
29379307778277803975934617,16269937162997957681637
29379298678277803975934617,16269942187360877817364
29380324184494159696681365,16269372584030877817364
29382441810417329631912058,16268196503900877817364
29382495010996803662920973,16268166959720877817364
29382494969101053662920973,16268166982847652975485
29382494959101053662920973,16268166988367729641702
29382494734101053662920973,16268167112569455624832
29382494688996803662920973,16268167137467347849471
29382493969296203662920973,16268167534747613880813
29382491616097143662920973,16268168833731727948545
29382489076762873662920973,16268170235464153208739
29382483076762873662920973,16268173547512154540153
29382482421762873662920973,16268173909077476356900
29382482171762873662920973,16268174047079511825991
29382482051928963662920973,16268174113228806649795
29382690540858739089709230,16268058332818806649795
29382688372896629089709230,16268059529534642190886
29382660524650449089709230,16268074901791878410000
29382629690347989089709230,16268091922388843635928
29382618072645739089709230,16268098335393093960947
29382652270999780586022487,16268079344043093960947
29382673572597105025910829,16268067514663093960947
29382726826077565574546911,16268037941573093960947
29382724470581785574546911,16268039241804353126346
29382724425686035574546911,16268039266586763183778
29382724163686035574546911,16268039411210508256199
29382723896581785574546911,16268039558651797013233
29382723695581785574546911,16268039669603605198577
29382723095781785574546911,16268040000692641825116
29382723008520195574546911,16268040048860958666401
29382722710924135574546911,16268040213133710245046
29382773705775834773798762,16268011894413710245046
29383016405134865746147112,16267877118723710245046
29383093306907264659753767,16267834414133710245046
29383114651769798981691670,16267822561083710245046
29383114592190108981691670,16267822593970766062666
29383135904057040903553131,16267810759260766062666
29383305938829524529898967,16267716337730766062666
29385572091519412604490597,16266458031490766062666
29385571936378152604490597,16266458117111968324979
29385571922176732604490597,16266458124949616808819
29385571791430012604490597,16266458197107671202552
29385697868530255949046176,16266388197107671202552
29385697757530255949046176,16266388258367145027638
29385695402492895949046176,16266389558082114553176
29385695373159055949046176,16266389574271086623681
29385695344918745949046176,16266389589856553468348
29385695330597145949046176,16266389597760461827896
29385695301882105949046176,16266389613607926149817
29385695087492895949046176,16266389731926597639640
29385801629392641184397016,16266330578636597639640
29388068146644494916753923,16265072284056597639640
29388428431108221390183154,16264872284056597639640
29389329180999889110204044,16264372284056597639640
29389689496430415878035574,16264172284056597639640
29395275518787359564239157,16261072284056597639640
29396897665235885846537733,16260172284056597639640
29398717152498030106690882,16259162913706597639640
29400700265324710267955893,16258062913706597639640
29403370011839667268966481,16256582284056597639640
29403404942034359600754479,16256562913706597639640
29406110117174206868746058,16255062913706597639640
29409717793086431167487509,16253062913706597639640
29409717326905941167487509,16253063170564906294726
29409717302632411167487509,16253063183939249705297
29409716872212271167487509,16253063421094160926383
29409716354212271167487509,16253063706504244127276
29409719022000963957331254,16253062227734244127276
29409717614753483957331254,16253063003106007922654
29409717180753483957331254,16253063242233362058528
29409717065753483957331254,16253063305596602237681
29409716599499103957331254,16253063562495635699174
29409716558294373957331254,16253063585198812220944
29409716548294373957331254,16253063590708659406255
29409716223954623957331254,16253063769414907299884
29409716213954623957331254,16253063774924754610283
29409713855560233957331254,16253065074364157914382
29409819635990174229633522,16253006439884157914382
29409873054129568263920481,16252976830174157914382
29410121316876939306815183,16252839219384157914382
29410920558878968135123063,16252396219384157914382
29410938600960543965062050,16252386219384157914382
29412030188200154407656590,16251781219384157914382
29412135542764064679225724,16251722830174157914382
29412135534704954679225724,16251722834613872893863
29412135201704954679225724,16251723018061561945077
29412237828996691381528736,16251666140751561945077
29412235469544651381528736,16251667440550476865823
29412235416493401381528736,16251667469775890926209
29412235296220871381528736,16251667536032850187959
29412465707763746244376931,16251539840542850187959
29412491605104599412421849,16251525488202850187959
29412490969962009412421849,16251525838090586407513
29412490558843299412421849,16251526064567919421749
29412552386016748961092954,16251491799967919421749
29412552030204218961092954,16251491995977329093500
29412654636969888655068301,16251435131657329093500
29412759565765235947018868,16251376980887329093500
29413696029500130017497851,16250858017967329093500
29413695929500130017497851,16250858073050870729163
29413695884038430017497851,16250858098092785300529
29413734655527030805001052,16250836612692785300529
29414223723634259770014904,16250565598212785300529
29414666955543967534834185,16250319991412785300529
29414700651340069755301646,16250301319962785300529
29414700155480069755301646,16250301593081353459127
29414700015480069755301646,16250301670193038948647
29414699885480069755301646,16250301741796747559436
29414699810480069755301646,16250301783106579737629
29414857219515265975108986,16250214560476579737629
29414949565202431405545174,16250163390826579737629
29414949549842431405545174,16250163399286689510463
29414949532797901405545174,16250163408674618871465
29414949492797901405545174,16250163430706154805145
29414947989553901405545174,16250164258675553318065
29414945630182661405545174,16250165558190098311159
29414944922182661405545174,16250165948148396512924
29414944912182661405545174,16250165953656282214792
29414944460182661405545174,16250166202612719849147
29414944048827611405545174,16250166429182389875677
29414990572318616746154421,16250140650172389875677
29414990561604316746154421,16250140656073685507872
29415299898229642530874294,16249969252443685507872
29415667290192145291739769,16249765685003685507872
29415666597641685291739769,16249766066433809305948
29415666583347055291739769,16249766074306741223690
29415666100347055291739769,16249766340324552146427
29415665791347055291739769,16249766510509864329142
29415665780396245291739769,16249766516541149244080
29415665587296245291739769,16249766622893202211127
