price
1666.32
1666.55
1666.55
1666.55
1666.55
1666.55
1666.55
1666.55
1666.59
1666.77
1666.77
1666.75
1666.75
1666.67
1666.73
1666.67
1666.69
1666.68
1666.69
1666.68
1666.68
1666.68
1666.68
1666.68
1666.69
1666.68
1666.67
1666.67
1666.67
1666.67
1666.68
1666.68
1666.67
1666.67
1666.67
1666.4
1666.4
1666.41
1666.4
1666.4
1666.4
1666.4
1666.57
1666.56
1666.57
1666.9
1666.9
1666.65
1666.65
1666.65
1666.56
1666.56
1666.45
1666.45
1666.44
1666.44
1666.4
1666.4
1666.4
1666.4
1666.4
1666.34
1666.29
1666.22
1666.2
1666.16
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.66
1666.49
1666.32
1666.32
1666.33
1666.23
1666.51
1666.5
1666.5
1666.49
1666.49
1666.25
1666.26
1666.25
1666.25
1666.16
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1666.15
1665.74
1665.73
1665.65
1665.65
1665.22
1665.01
1664.99
1664.87
1664.86
1664.86
1664.85
1664.38
1663.96
1663.89
1663.77
1663.68
1665.4
1665.06
1665.07
1665.07
1665.06
1664.56
1664.43
1664.36
1664.48
1664.47
1664.48
1664.48
1664.88
1664.88
1664.91
1665.27
1665.44
1665.44
1665.44
1665.44
1665.44
1665.94
1666.29
1666.34
1666.26
1666.3
1665.8
1665.8
1665.8
1665.42
1665.37
1665.36
1665.36
1665.36
1665.36
1665.36
1665.12
1665.11
1665.09
1665.09
1665.08
1665.05
1665.0
1664.96
1664.92
1664.92
1664.91
1664.7
1664.69
1664.67
1664.56
1664.34
1664.32
1664.29
1664.25
1664.21
1664.21
1665.13
1665.15
1665.15
1665.13
1665.11
1665.11
1665.11
1664.64
1664.64
1664.63
1665.17
1665.18
1665.15
1665.15
1665.15
1665.15
1665.67
1666.06
1666.03
1666.1
1666.1
1666.1
1666.07
1666.07
1666.07
1666.06
1666.06
1666.06
1666.06
1666.07
1666.07
1666.24
1666.16
1666.3
1666.3
1666.49
1666.65
1666.74
1667.06
1667.12
1667.19
1667.27
1667.29
1667.23
1667.09
1667.16
1666.61
1666.61
1666.59
1666.6
1667.09
1667.08
1666.77
1666.29
1666.29
1666.28
1666.28
1665.79
1665.79
1665.67
1665.67
1665.66
1665.59
1665.72
1665.65
1665.47
1665.8
1665.79
1665.79
1665.8
1665.3
1665.11
1665.11
1664.55
1664.57
1665.02
1665.0
1665.0
1665.01
1665.01
1665.01
1665.01
1665.01
1665.01
1665.01
1665.01
1665.4
1665.52
1665.59
1665.59
1665.93
1666.09
1666.6
1665.9
1665.83
1665.85
1666.38
1666.37
1666.41
1666.43
1666.43
1666.62
1666.62
1666.61
1666.61
1666.61
1666.61
1666.61
1666.6
1665.88
1666.1
1666.1
1666.1
1666.6
1666.79
1666.84
1667.29
1667.67
1667.62
1667.78
1667.77
1667.7
1667.86
1667.91
1667.91
1667.96
1667.98
1668.06
1668.28
1668.32
1668.43
1668.44
1668.59
