price
1668.6
1668.61
1668.62
1668.64
1668.62
1668.64
1668.62
1668.62
1668.63
1668.63
1668.69
1668.7
1668.7
1668.73
1668.86
1668.88
1668.89
1668.89
1668.88
1668.89
1668.91
1668.92
1668.93
1669.19
1669.29
1669.33
1669.39
1668.84
1668.9
1668.91
1668.84
1668.97
1668.88
1668.88
1668.87
1668.86
1668.83
1668.83
1668.83
1668.83
1668.83
1668.83
1668.83
1668.83
1668.83
1668.83
1668.83
1668.83
1668.04
1667.51
1667.52
1667.5
1667.87
1667.92
1667.87
1667.87
1667.87
1667.87
1667.87
1667.88
1667.91
1667.93
1667.94
1667.94
1667.86
1666.86
1666.86
1666.86
1666.41
1666.02
1666.05
1666.03
1666.02
1666.02
1666.02
1666.02
1666.02
1666.02
1666.01
1666.0
1665.79
1665.79
1665.78
1665.78
1665.58
1665.14
1665.14
1664.98
1664.98
1665.46
1665.47
1665.46
1665.45
1665.43
1665.46
1665.46
1665.46
1665.76
1665.77
1665.75
1665.74
1665.75
1666.24
1666.32
1666.5
1666.5
1666.5
1666.49
1666.49
1666.49
1666.49
1666.49
1666.49
1666.49
1666.49
1666.01
1666.0
1665.52
1665.4
1664.97
1664.97
1665.7
1665.82
1665.86
1665.91
1665.9
1665.91
1665.91
1665.91
1665.96
1665.96
1665.96
1665.96
1666.4
1666.39
1666.39
1666.4
1666.4
1666.4
1666.46
1666.89
1666.89
1666.89
1667.39
1667.88
1667.91
1668.13
1668.13
1668.33
1668.47
1668.49
1668.68
1668.79
1668.79
1668.78
1668.79
1668.78
1668.78
1668.78
1668.78
1668.78
1668.78
1668.78
1668.78
1668.78
1668.78
1668.14
1668.14
1668.64
1668.64
1668.64
1669.14
1669.2
1669.19
1669.19
1669.19
1669.2
1669.91
1669.91
1669.92
1670.0
1670.0
1670.05
1670.09
1670.37
1670.4
1670.44
1670.46
1670.15
1670.14
1670.26
1670.26
1670.19
1670.18
1670.18
1670.18
1670.18
1670.18
1670.17
1670.17
1670.17
1670.17
1670.17
1670.17
1670.17
1670.17
1670.17
1669.92
1669.92
1669.92
1669.53
1669.81
1669.86
1669.8
1669.78
1669.6
1669.69
1669.19
1669.19
1669.18
1669.19
1669.18
1669.19
1669.18
1669.19
1669.29
1669.29
1669.29
1669.28
1669.28
1669.28
1668.78
1668.78
1668.77
1668.77
1668.78
1668.77
1668.77
1668.13
1668.0
1668.01
1668.01
1668.0
1668.0
1667.7
1667.7
1667.7
1667.69
1667.69
1667.69
1667.68
1667.22
1667.22
1667.22
1667.22
1667.21
1667.37
1667.37
1667.37
1667.36
1667.36
1667.36
1667.36
1667.36
1667.36
1667.36
1667.21
1667.21
1666.87
1666.4
1666.4
1666.39
1666.39
1666.39
1666.39
1665.92
1665.72
1665.74
1665.73
1665.73
1665.73
1665.73
1665.73
1665.71
1665.41
1665.41
1665.18
1665.1
1664.97
1664.97
1665.04
1664.97
1664.97
1664.97
1666.03
1666.03
1666.03
1666.14
1666.05
1666.05
1666.03
1666.03
1666.03
1666.03
1666.03
1665.54
1665.23
1666.07
1666.07
1666.07
1666.07
1666.08
1666.08
1666.08
1666.08
1666.1
1666.1
1666.1
1665.6
1665.6
1665.6
1665.6
1665.61
1665.6
1665.6
1665.6
1665.1
1665.1
1664.96
1664.6
1663.67
1663.67
1663.68
1663.5
1663.51
1663.51
1663.51
1663.51
1663.51
1663.49
1663.67
1662.93
1662.92
1662.92
1662.89
1662.44
1662.93
1662.82
1663.18
1662.69
1662.93
1663.28
1663.24
1663.24
1663.23
1662.85
1662.79
1662.61
1662.44
1662.58
1662.61
1662.86
1662.86
1662.86
1663.09
1662.97
1663.08
1663.1
1663.1
1663.07
1662.96
1662.96
1662.96
1662.96
1662.46
1662.2
1662.89
1662.9
1662.9
1662.89
1662.89
1662.89
1662.89
1662.89
1662.67
1662.67
1662.9
1662.9
1662.9
1662.9
1662.98
1663.34
1663.16
1663.16
1663.16
1663.16
1663.16
1663.16
1663.16
1663.16
1663.16
1663.16
1663.16
1663.16
1663.16
1663.16
1663.73
1663.73
1663.73
1663.54
1663.54
1663.51
1663.51
1663.72
1663.73
1664.11
1664.15
1664.15
1664.16
1664.16
1664.6
1664.65
1664.81
1664.81
1664.81
1664.81
1664.81
1664.81
1664.82
1664.81
1664.81
1664.82
1664.82
1664.82
1664.82
1665.19
1665.27
1665.23
1665.76
1665.88
1666.12
1666.43
1666.43
1666.43
1666.43
1666.43
1666.43
1666.43
1666.43
1666.43
1666.43
1666.43
1666.42
1666.42
1666.48
1666.47
1666.54
1666.52
1666.52
1666.64
1666.64
1666.64
1666.84
1666.02
1666.02
1666.01
1666.01
1666.01
1666.01
1666.0
1665.53
1665.52
1665.54
1665.54
1665.55
1665.55
1665.14
1665.14
1665.02
1664.68
1664.68
1665.36
1665.86
1666.49
1666.77
1666.76
1666.76
1666.77
1666.77
1666.77
1666.77
1666.77
1666.77
1666.77
1666.77
1666.77
1666.76
1666.76
1666.76
1666.64
1666.63
1666.64
1666.64
1666.63
1666.63
1666.63
1666.36
1666.36
1666.36
1666.35
1666.35
1666.35
1665.86
1665.86
1665.86
1665.36
1665.36
1665.26
1665.26
1664.95
1664.95
1664.95
1664.95
1664.95
1664.95
1664.95
1664.95
1664.95
1664.95
1665.04
1664.94
1664.94
1664.94
1664.95
1664.95
1664.95
1664.94
1664.94
1664.94
1664.94
1664.95
1664.93
1664.81
1664.81
1664.81
1664.8
1664.8
1664.31
1664.31
1664.32
1664.32
1664.31
1664.32
1664.32
1664.32
1664.32
1664.32
1664.32
1664.32
1664.32
1664.32
1664.59
1664.66
1664.99
1664.99
1664.99
1664.98
1664.98
1664.5
1664.68
1664.69
1664.69
1664.81
1664.81
1664.81
1664.81
1664.81
1664.81
1664.81
1665.25
1665.25
1665.26
1665.26
1665.26
1665.26
1665.26
1665.26
1665.25
1665.26
1665.25
1665.25
1665.25
1665.25
1665.06
1665.05
1664.92
1664.82
1665.1
1665.04
1665.04
1665.03
1665.03
1664.62
1664.55
1664.52
1664.51
1664.52
1664.52
1664.51
1664.52
1664.52
1665.0
1665.0
1665.0
1665.0
1664.99
1664.7
1664.7
1664.7
1664.69
1664.69
1664.69
1664.69
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.22
1664.21
1663.79
1663.78
1663.79
1663.79
